SANTA MARIA MADALENA-RJ,,,,,,RJ,,,,"269.944,40",,,,,,,,-,,,,,,"269.944,40",,,,,,"511.200,01",,,,,,,,,,,
SANTO ANTONIO DE PADUA-RJ,,,,,,RJ,,,,"385.634,86",,,,,,,,-,,,,,,"385.634,86",,,,,,"730.285,74",,,,,,,,,,,
SAO FIDELIS-RJ,,,,,,RJ,,,,"385.634,86",,,,,,,,-,,,,,,"385.634,86",,,,,,"730.285,74",,,,,,,,,,,
SAO FRANCISCO DE ITABAPOANA-RJ,,,,,,RJ,,,,"398.489,35",,,,,,,,-,,,,,,"398.489,35",,,,,,"754.628,60",,,,,,,,,,,
SAO GONCALO-RJ,,,,,,RJ,,,,"683.744,26",,,,,,,,"206.659,20",,,,,,"890.403,46",,,,,,"1.541.352,95",,,,,,,,,,,
SAO JOAO DA BARRA-RJ,,,,,,RJ,,,,"2.594.048,06",,,,,,,,"1.082.627,54",,,,,,"3.676.675,60",,,,,,"7.021.748,45",,,,,,,,,,,
SAO JOAO DE MERITI-RJ,,,,,,RJ,,,,"683.744,26",,,,,,,,-,,,,,,"683.744,26",,,,,,"1.312.843,22",,,,,,,,,,,
SAO JOSE DE UBA-RJ,,,,,,RJ,,,,"257.089,90",,,,,,,,-,,,,,,"257.089,90",,,,,,"486.857,15",,,,,,,,,,,
SAO JOSE DO VALE DO RIO PRETO-RJ,,,,,,RJ,,,,"321.362,37",,,,,,,,-,,,,,,"321.362,37",,,,,,"608.571,43",,,,,,,,,,,
SAO PEDRO DA ALDEIA-RJ,,,,,,RJ,,,,"424.198,35",,,,,,,,-,,,,,,"424.198,35",,,,,,"803.314,32",,,,,,,,,,,
SAO SEBASTIAO DO ALTO-RJ,,,,,,RJ,,,,"257.089,90",,,,,,,,-,,,,,,"257.089,90",,,,,,"486.857,15",,,,,,,,,,,
SAQUAREMA-RJ,,,,,,RJ,,,,"411.343,84",,,,,,,,-,,,,,,"411.343,84",,,,,,"778.971,44",,,,,,,,,,,
SEROPEDICA-RJ,,,,,,RJ,,,,"581.182,63",,,,,,,,-,,,,,,"581.182,63",,,,,,"1.115.916,75",,,,,,,,,,,
SILVA JARDIM-RJ,,,,,,RJ,,,,"699.580,17",,,,,,,,-,,,,,,"699.580,17",,,,,,"1.337.319,48",,,,,,,,,,,
SUMIDOURO-RJ,,,,,,RJ,,,,"295.653,39",,,,,,,,-,,,,,,"295.653,39",,,,,,"559.885,73",,,,,,,,,,,
TANGUA-RJ,,,,,,RJ,,,,"461.527,39",,,,,,,,-,,,,,,"461.527,39",,,,,,"886.169,19",,,,,,,,,,,
TERESOPOLIS-RJ,,,,,,RJ,,,,"501.325,32",,,,,,,,-,,,,,,"501.325,32",,,,,,"949.371,47",,,,,,,,,,,
TRAJANO DE MORAIS-RJ,,,,,,RJ,,,,"269.944,40",,,,,,,,-,,,,,,"269.944,40",,,,,,"511.200,01",,,,,,,,,,,
VARRE-SAI-RJ,,,,,,RJ,,,,"257.089,98",,,,,,,,-,,,,,,"257.089,98",,,,,,"486.857,31",,,,,,,,,,,
VASSOURAS-RJ,,,,,,RJ,,,,"912.376,26",,,,,,,,-,,,,,,"912.376,26",,,,,,"1.908.136,81",,,,,,,,,,,
VOLTA REDONDA-RJ,,,,,,RJ,,,,"568.753,72",,,,,,,,-,,,,,,"568.753,72",,,,,,"1.087.819,45",,,,,,,,,,,
RIO DE JANEIRO TOTAL,,,,,,,,,,"85.178.959,10",,,,,,,,"68.144.472,26",,,,,,"153.323.431,36",,,,,,"294.872.535,16",,,,,,,,,,,
ACARI-RN,,,,,,RN,,,,"4.285,72",,,,,,,,-,,,,,,"4.285,72",,,,,,"8.639,39",,,,,,,,,,,
ACU-RN,,,,,,RN,,,,"175.931,13",,,,,,,,"72.175,89",,,,,,"248.107,02",,,,,,"485.239,02",,,,,,,,,,,
AFONSO BEZERRA-RN,,,,,,RN,,,,"4.285,72",,,,,,,,-,,,,,,"4.285,72",,,,,,"8.639,39",,,,,,,,,,,
AGUA NOVA-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
ALEXANDRIA-RN,,,,,,RN,,,,"4.489,80",,,,,,,,-,,,,,,"4.489,80",,,,,,"9.050,79",,,,,,,,,,,
ALMINO AFONSO-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
ALTO DO RODRIGUES-RN,,,,,,RN,,,,"228.548,02",,,,,,,,"90.680,51",,,,,,"319.228,53",,,,,,"601.389,46",,,,,,,,,,,
ANTONIO MARTINS-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
APODI-RN,,,,,,RN,,,,"166.213,65",,,,,,,,"78.226,60",,,,,,"244.440,25",,,,,,"438.420,87",,,,,,,,,,,
AREIA BRANCA-RN,,,,,,RN,,,,"426.256,02",,,,,,,,"324.644,07",,,,,,"750.900,09",,,,,,"1.476.124,70",,,,,,,,,,,
AUGUSTO SEVERO-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
BARAUNA-RN,,,,,,RN,,,,"5.102,05",,,,,,,,-,,,,,,"5.102,05",,,,,,"10.284,99",,,,,,,,,,,
CAICO-RN,,,,,,RN,,,,"6.734,71",,,,,,,,-,,,,,,"6.734,71",,,,,,"13.576,19",,,,,,,,,,,
CARAUBAS-RN,,,,,,RN,,,,"123.875,39",,,,,,,,"42.627,52",,,,,,"166.502,91",,,,,,"314.203,75",,,,,,,,,,,
CARNAUBA DOS DANTAS-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNAUBAIS-RN,,,,,,RN,,,,"119.770,40",,,,,,,,"22.375,89",,,,,,"142.146,29",,,,,,"279.316,03",,,,,,,,,,,
CERRO CORA-RN,,,,,,RN,,,,"4.285,72",,,,,,,,-,,,,,,"4.285,72",,,,,,"8.639,39",,,,,,,,,,,
CORONEL JOAO PESSOA-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
CRUZETA-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
CURRAIS NOVOS-RN,,,,,,RN,,,,"6.326,54",,,,,,,,-,,,,,,"6.326,54",,,,,,"12.753,39",,,,,,,,,,,
DOUTOR SEVERIANO-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
ENCANTO-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
EQUADOR-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
FELIPE GUERRA-RN,,,,,,RN,,,,"160.998,24",,,,,,,,"67.447,89",,,,,,"228.446,13",,,,,,"429.705,99",,,,,,,,,,,
FLORANIA-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
FRANCISCO DANTAS-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
FRUTUOSO GOMES-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
GALINHOS-RN,,,,,,RN,,,,"4.081,64",,,,,,,,"69.546,99",,,,,,"73.628,63",,,,,,"133.359,33",,,,,,,,,,,
GOIANINHA-RN,,,,,,RN,,,,"615.799,82",,,,,,,,-,,,,,,"615.799,82",,,,,,"1.179.304,75",,,,,,,,,,,
GOVERNADOR DIX-SEPT ROSADO-RN,,,,,,RN,,,,"191.077,36",,,,,,,,"99.448,81",,,,,,"290.526,17",,,,,,"555.347,63",,,,,,,,,,,
GROSSOS-RN,,,,,,RN,,,,"62.038,62",,,,,,,,"69.695,31",,,,,,"131.733,93",,,,,,"264.903,36",,,,,,,,,,,
GUAMARE-RN,,,,,,RN,,,,"1.243.434,42",,,,,,,,"552.173,28",,,,,,"1.795.607,70",,,,,,"3.191.580,44",,,,,,,,,,,
IELMO MARINHO-RN,,,,,,RN,,,,"615.799,82",,,,,,,,-,,,,,,"615.799,82",,,,,,"1.179.304,75",,,,,,,,,,,
IPANGUACU-RN,,,,,,RN,,,,"4.285,72",,,,,,,,-,,,,,,"4.285,72",,,,,,"8.639,39",,,,,,,,,,,
IPUEIRA-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
ITAJA-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
ITAU-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
JANDAIRA-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
JANDUIS-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
JARDIM DE PIRANHAS-RN,,,,,,RN,,,,"4.285,72",,,,,,,,-,,,,,,"4.285,72",,,,,,"8.639,39",,,,,,,,,,,
JARDIM DO SERIDO-RN,,,,,,RN,,,,"4.489,80",,,,,,,,-,,,,,,"4.489,80",,,,,,"9.050,79",,,,,,,,,,,
JOAO DIAS-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
JOSE DA PENHA-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
JUCURUTU-RN,,,,,,RN,,,,"4.897,97",,,,,,,,-,,,,,,"4.897,97",,,,,,"9.873,59",,,,,,,,,,,
LAGOA NOVA-RN,,,,,,RN,,,,"4.489,80",,,,,,,,-,,,,,,"4.489,80",,,,,,"9.050,79",,,,,,,,,,,
LUCRECIA-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
LUIS GOMES-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
MACAIBA-RN,,,,,,RN,,,,"615.799,82",,,,,,,,-,,,,,,"615.799,82",,,,,,"1.179.304,75",,,,,,,,,,,
MACAU-RN,,,,,,RN,,,,"1.423.070,79",,,,,,,,"417.020,15",,,,,,"1.840.090,94",,,,,,"3.336.291,71",,,,,,,,,,,
MAJOR SALES-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
MARCELINO VIEIRA-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
MARTINS-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
MESSIAS TARGINO-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
MOSSORO-RN,,,,,,RN,,,,"941.823,32",,,,,,,,"747.473,83",,,,,,"1.689.297,15",,,,,,"3.363.577,80",,,,,,,,,,,
OLHO D'AGUA DO BORGES-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
OURO BRANCO-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
PARANA-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
PARAU-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
PARELHAS-RN,,,,,,RN,,,,"5.102,05",,,,,,,,-,,,,,,"5.102,05",,,,,,"10.284,99",,,,,,,,,,,
PATU-RN,,,,,,RN,,,,"4.285,72",,,,,,,,-,,,,,,"4.285,72",,,,,,"8.639,39",,,,,,,,,,,
PAU DOS FERROS-RN,,,,,,RN,,,,"5.510,21",,,,,,,,-,,,,,,"5.510,21",,,,,,"11.107,79",,,,,,,,,,,
PEDRO AVELINO-RN,,,,,,RN,,,,"4.115,85",,,,,,,,"15,90",,,,,,"4.131,75",,,,,,"8.326,36",,,,,,,,,,,
PENDENCIAS-RN,,,,,,RN,,,,"182.916,46",,,,,,,,"84.509,59",,,,,,"267.426,05",,,,,,"512.245,26",,,,,,,,,,,
PILOES-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
PORTALEGRE-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTO DO MANGUE-RN,,,,,,RN,,,,"131.072,96",,,,,,,,"196.709,61",,,,,,"327.782,57",,,,,,"653.547,04",,,,,,,,,,,
RAFAEL FERNANDES-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
RAFAEL GODEIRO-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
RIACHO DA CRUZ-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
RIACHO DE SANTANA-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
RODOLFO FERNANDES-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
SANTANA DO SERIDO-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
SAO FERNANDO-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
SAO FRANCISCO DO OESTE-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
SAO JOAO DO SABUGI-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
SAO JOSE DO SERIDO-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
SAO MIGUEL-RN,,,,,,RN,,,,"5.306,13",,,,,,,,-,,,,,,"5.306,13",,,,,,"10.696,39",,,,,,,,,,,
SAO RAFAEL-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
SAO VICENTE-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
SERRA DO MEL-RN,,,,,,RN,,,,"94.357,14",,,,,,,,"17.853,10",,,,,,"112.210,24",,,,,,"225.012,93",,,,,,,,,,,
SERRA NEGRA DO NORTE-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
SERRINHA DOS PINTOS-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
SEVERIANO MELO-RN,,,,,,RN,,,,"4.285,72",,,,,,,,-,,,,,,"4.285,72",,,,,,"8.639,39",,,,,,,,,,,
TABOLEIRO GRANDE-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
TENENTE ANANIAS-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
TENENTE LAURENTINO CRUZ-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
TIBAU-RN,,,,,,RN,,,,"62.038,62",,,,,,,,"12.544,68",,,,,,"74.583,30",,,,,,"150.843,30",,,,,,,,,,,
TIMBAUBA DOS BATISTAS-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
TRIUNFO POTIGUAR-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
UMARIZAL-RN,,,,,,RN,,,,"4.285,72",,,,,,,,-,,,,,,"4.285,72",,,,,,"8.639,39",,,,,,,,,,,
UPANEMA-RN,,,,,,RN,,,,"121.972,01",,,,,,,,"60.329,88",,,,,,"182.301,89",,,,,,"348.102,23",,,,,,,,,,,
VENHA-VER-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
VICOSA-RN,,,,,,RN,,,,"4.081,64",,,,,,,,-,,,,,,"4.081,64",,,,,,"8.227,99",,,,,,,,,,,
RIO GRANDE DO NORTE TOTAL,,,,,,,,,,"8.014.053,24",,,,,,,,"3.025.499,50",,,,,,"11.039.552,74",,,,,,"20.916.379,75",,,,,,,,,,,
CANOAS-RS,,,,,,RS,,,,"568.753,77",,,,,,,,-,,,,,,"568.753,77",,,,,,"1.087.819,50",,,,,,,,,,,
CIDREIRA-RS,,,,,,RS,,,,-,,,,,,,,"159.683,01",,,,,,"159.683,01",,,,,,"355.466,89",,,,,,,,,,,
IMBE-RS,,,,,,RS,,,,"123,88",,,,,,,,"159.683,01",,,,,,"159.806,89",,,,,,"355.590,77",,,,,,,,,,,
OSORIO-RS,,,,,,RS,,,,"615.799,82",,,,,,,,-,,,,,,"615.799,82",,,,,,"1.179.304,75",,,,,,,,,,,
TRAMANDAI-RS,,,,,,RS,,,,"1.106.967,59",,,,,,,,"212.910,69",,,,,,"1.319.878,28",,,,,,"2.408.087,43",,,,,,,,,,,
RIO GRANDE DO SUL TOTAL,,,,,,,,,,"2.291.645,06",,,,,,,,"532.276,71",,,,,,"2.823.921,77",,,,,,"5.386.269,34",,,,,,,,,,,
ARAQUARI-SC,,,,,,SC,,,,-,,,,,,,,"190.621,14",,,,,,"190.621,14",,,,,,"303.167,18",,,,,,,,,,,
BALNEARIO BARRA DO SUL-SC,,,,,,SC,,,,-,,,,,,,,"151.618,84",,,,,,"151.618,84",,,,,,"264.164,88",,,,,,,,,,,
GARUVA-SC,,,,,,SC,,,,-,,,,,,,,"190.621,14",,,,,,"190.621,14",,,,,,"303.167,18",,,,,,,,,,,
ITAPOA-SC,,,,,,SC,,,,-,,,,,,,,"151.618,84",,,,,,"151.618,84",,,,,,"264.164,88",,,,,,,,,,,
JOINVILLE-SC,,,,,,SC,,,,-,,,,,,,,"190.621,14",,,,,,"190.621,14",,,,,,"303.167,18",,,,,,,,,,,
SAO FRANCISCO DO SUL-SC,,,,,,SC,,,,"1.106.967,59",,,,,,,,"583.400,76",,,,,,"1.690.368,35",,,,,,"2.818.089,82",,,,,,,,,,,
SANTA CATARINA TOTAL,,,,,,,,,,"1.106.967,59",,,,,,,,"1.458.501,86",,,,,,"2.565.469,45",,,,,,"4.255.921,12",,,,,,,,,,,
AMPARO DE SAO FRANCISCO-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
AQUIDABA-SE,,,,,,SE,,,,"3.688,01",,,,,,,,-,,,,,,"3.688,01",,,,,,"7.031,17",,,,,,,,,,,
ARACAJU-SE,,,,,,SE,,,,"1.285.580,18",,,,,,,,"507.762,75",,,,,,"1.793.342,93",,,,,,"3.169.519,05",,,,,,,,,,,
ARAUA-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
AREIA BRANCA-SE,,,,,,SE,,,,"4.765,57",,,,,,,,"885,32",,,,,,"5.650,89",,,,,,"10.670,19",,,,,,,,,,,
BARRA DOS COQUEIROS-SE,,,,,,SE,,,,"65.619,87",,,,,,,,"177.827,98",,,,,,"243.447,85",,,,,,"470.851,41",,,,,,,,,,,
BOQUIM-SE,,,,,,SE,,,,"3.983,05",,,,,,,,-,,,,,,"3.983,05",,,,,,"7.593,66",,,,,,,,,,,
BREJO GRANDE-SE,,,,,,SE,,,,"79.109,85",,,,,,,,"5.661,41",,,,,,"84.771,26",,,,,,"166.017,08",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMPO DO BRITO-SE,,,,,,SE,,,,"3.392,97",,,,,,,,-,,,,,,"3.392,97",,,,,,"6.468,67",,,,,,,,,,,
CANHOBA-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
CANINDE DE SAO FRANCISCO-SE,,,,,,SE,,,,"3.540,49",,,,,,,,-,,,,,,"3.540,49",,,,,,"6.749,92",,,,,,,,,,,
CAPELA-SE,,,,,,SE,,,,"7.972,46",,,,,,,,"2.573,17",,,,,,"10.545,63",,,,,,"19.508,47",,,,,,,,,,,
CARIRA-SE,,,,,,SE,,,,"3.540,49",,,,,,,,-,,,,,,"3.540,49",,,,,,"6.749,92",,,,,,,,,,,
CARMOPOLIS-SE,,,,,,SE,,,,"1.536.916,19",,,,,,,,"431.176,70",,,,,,"1.968.092,89",,,,,,"3.696.740,24",,,,,,,,,,,
CEDRO DE SAO JOAO-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
CRISTINAPOLIS-SE,,,,,,SE,,,,"3.392,97",,,,,,,,-,,,,,,"3.392,97",,,,,,"6.468,67",,,,,,,,,,,
CUMBE-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
DIVINA PASTORA-SE,,,,,,SE,,,,"223.887,96",,,,,,,,"125.158,29",,,,,,"349.046,25",,,,,,"670.750,11",,,,,,,,,,,
ESTANCIA-SE,,,,,,SE,,,,"4.868,18",,,,,,,,-,,,,,,"4.868,18",,,,,,"9.281,15",,,,,,,,,,,
FEIRA NOVA-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
FREI PAULO-SE,,,,,,SE,,,,"3.097,93",,,,,,,,-,,,,,,"3.097,93",,,,,,"5.906,18",,,,,,,,,,,
GARARU-SE,,,,,,SE,,,,"3.097,93",,,,,,,,-,,,,,,"3.097,93",,,,,,"5.906,18",,,,,,,,,,,
GENERAL MAYNARD-SE,,,,,,SE,,,,"5.148,25",,,,,,,,"1.648,38",,,,,,"6.796,63",,,,,,"12.489,55",,,,,,,,,,,
GRACHO CARDOSO-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
ILHA DAS FLORES-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
INDIAROBA-SE,,,,,,SE,,,,"3.245,45",,,,,,,,-,,,,,,"3.245,45",,,,,,"6.187,43",,,,,,,,,,,
ITABAIANA-SE,,,,,,SE,,,,"5.163,22",,,,,,,,-,,,,,,"5.163,22",,,,,,"9.843,64",,,,,,,,,,,
ITABAIANINHA-SE,,,,,,SE,,,,"4.278,09",,,,,,,,-,,,,,,"4.278,09",,,,,,"8.156,15",,,,,,,,,,,
ITABI-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
ITAPORANGA D'AJUDA-SE,,,,,,SE,,,,"73.822,35",,,,,,,,"155.335,33",,,,,,"229.157,68",,,,,,"437.064,69",,,,,,,,,,,
JAPARATUBA-SE,,,,,,SE,,,,"434.380,32",,,,,,,,"299.213,42",,,,,,"733.593,74",,,,,,"1.428.168,35",,,,,,,,,,,
JAPOATA-SE,,,,,,SE,,,,"3.245,45",,,,,,,,-,,,,,,"3.245,45",,,,,,"6.187,43",,,,,,,,,,,
LAGARTO-SE,,,,,,SE,,,,"5.310,74",,,,,,,,-,,,,,,"5.310,74",,,,,,"10.124,89",,,,,,,,,,,
LARANJEIRAS-SE,,,,,,SE,,,,"3.835,53",,,,,,,,-,,,,,,"3.835,53",,,,,,"7.312,41",,,,,,,,,,,
MACAMBIRA-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
MALHADA DOS BOIS-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
MALHADOR-SE,,,,,,SE,,,,"3.097,93",,,,,,,,-,,,,,,"3.097,93",,,,,,"5.906,18",,,,,,,,,,,
MARUIM-SE,,,,,,SE,,,,"99.830,54",,,,,,,,"25.049,99",,,,,,"124.880,53",,,,,,"252.906,35",,,,,,,,,,,
MOITA BONITA-SE,,,,,,SE,,,,"3.097,93",,,,,,,,-,,,,,,"3.097,93",,,,,,"5.906,18",,,,,,,,,,,
MONTE ALEGRE DE SERGIPE-SE,,,,,,SE,,,,"3.097,93",,,,,,,,-,,,,,,"3.097,93",,,,,,"5.906,18",,,,,,,,,,,
MURIBECA-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
NEOPOLIS-SE,,,,,,SE,,,,"3.688,01",,,,,,,,-,,,,,,"3.688,01",,,,,,"7.031,17",,,,,,,,,,,
NOSSA SENHORA APARECIDA-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
NOSSA SENHORA DA GLORIA-SE,,,,,,SE,,,,"3.983,05",,,,,,,,-,,,,,,"3.983,05",,,,,,"7.593,66",,,,,,,,,,,
NOSSA SENHORA DAS DORES-SE,,,,,,SE,,,,"3.835,53",,,,,,,,-,,,,,,"3.835,53",,,,,,"7.312,41",,,,,,,,,,,
NOSSA SENHORA DE LOURDES-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
NOSSA SENHORA DO SOCORRO-SE,,,,,,SE,,,,"5.753,30",,,,,,,,-,,,,,,"5.753,30",,,,,,"10.968,63",,,,,,,,,,,
PACATUBA-SE,,,,,,SE,,,,"57.417,38",,,,,,,,"9.801,36",,,,,,"67.218,74",,,,,,"127.715,19",,,,,,,,,,,
PEDRA MOLE-SE,,,,,,SE,,,,"2.950,41",,,,,,,,-,,,,,,"2.950,41",,,,,,"5.624,93",,,,,,,,,,,
